WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,STATUS_CHANGE_DATE,ASSIGNED_TO,ASSIGNED_DATE,DRILL_DATE,DRILL_DEPTH,DRILL_DEPTH_UNITS,CONST_DATE,DRILL_COMMENT,DRILL_SOURCE,DRILL_SOURCE_DATE,REMEDIATED_FLAG,DECOMMISSION_COMMENT,DECOMMISSION_DATE,DECOMMISSION_SOURCE,DECOMMISSION_SOURCE_DATE,CONST_DEPTH,CONST_DEPTH_UNITS,CONST_SOURCE,CONST_SOURCE_DATE,DEPTH_TO_BOTTOM,DEPTH_TO_BOTTOM_UNITS,DEPTH_TO_WATER,DEPTH_TO_WATER_UNITS,DRY_WELL,WELL_NAME_SYNONYMS,ECOLOGY_NAME,WELL_PROJECTS,WELL_PROJECT_PURPOSES,WS_SIZE_DEPTH_TOP_BOTTOM_UNITS,WC_SIZE_DEPTH_TOP_BOTTOM_UNITS,WP_CUTS_DEPTH_TOP_BOTTOM_UNITS,DOCUMENTED_PROGRAMS,WASTE_MANAGEMENT_PLANS,WASTE_DISPOSAL_LOCATIONS,WASTE_STORAGE_LOCATIONS,WMP_RELATED_OPERABLE_UNITS,SITE_OU_COMMENT,WASTE_SITES_0M,OU_0M,WASTE_SITES_50F,OU_50F,WASTE_SITES_100F,OU_100F,WASTE_SITES_50M,OU_50M,WASTE_SITES_100M,OU_100M,DATE_LAST_INSPECTED,INSPECTION_TYPE,DATE_LAST_SAMPLED_GW,DATE_LAST_SAMPLED_MM,DATE_LAST_SAMPLED_SO,DATE_LAST_SAMPLED_SG,DATE_LAST_SAMPLED,DATE_LAST_ROUTINE_MAINTENANCE,DATE_LAST_MAINTENANCE,DATE_LAST_WLM,TANK_FARMS,PUBLIC_LAND_SURVEY_SYSTEM,CLOSURE_ZONE,GW_AREA_OF_INTEREST,MONUMENT_LOC,ESTIMATED_QTR_QTR_SEC,HORIZ_SURVEY_POINT_DESC,HORIZ_SURVEY_DATE,NORTHING,EASTING,DISC_X,DISC_Y,HORIZ_SURVEY_UNITS,HORIZ_DATUM,HORIZ_REVIEW_QUALIFIER,ELEV_SURVEY_POINT_DESC,ELEV_SURVEY_DATE,ELEVATION,DISC_Z,ELEV_SURVEY_UNITS,ELEV_DATUM,ELEV_REVIEW_QUALIFIER,DISTRICT_ID,SORT_NAME
A9471,299-W14-3O,HOSTED PIEZOMETER,A7329,DECOMMISSIONED-V,6/13/2005,"SCHATZ, AL",12/1/1992,12/27/1961,269,ft,5/31/1965,,,,,,6/13/2005,,,220,ft,,,,,,,,,,,,,,,,,,,,,216-T-28,200-WA-1,"200-W-188-PL, 200-W-188-PL:1, 216-T-28",200-IS-1,"200-W-188-PL, 200-W-188-PL:1, 200-W-191-PL-B, 216-T-27, 216-T-28",200-IS-1,"200-W-165-PL-B, 200-W-188-PL, 200-W-188-PL:1, 200-W-191-PL-B, 216-T-26, 216-T-27, 216-T-28",200-IS-1,"200-W-165-PL-B, 200-W-165-PL-C, 200-W-166-PL-B, 200-W-167-PL-C, 200-W-175-PL-B, 200-W-175-PL-C, 200-W-188-PL, 200-W-188-PL:1, 200-W-188-PL:2, 200-W-191-PL-A, 200-W-191-PL-B, 200-W-232, 200-W-78-PL, 200-W-82, 200-W-94, 216-T-26, 216-T-27, 216-T-28, 216-TY-201, UPR-200-W-14, UPR-200-W-167, UPR-200-W-99",200-IS-1,,,,,,,,12/27/1961,12/27/1961,,,"T12N, R25E, S1, NE 1/4, SW 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),5/8/1993,136342.965,566940.409,,,m,NAD83(91),,Top of casing (assumed),5/31/1965,203.074,,m,NAVD88,,200-W,1-0299-W0014A-A0003O
B2786,B2786,UNCLASSIFIED,,CANDIDATE FOR DECOMMISSIONING,5/9/2002,"SWEENEY, MD",4/4/1996,4/30/1996,102,ft,,,,,,,,,,,,,,4,ft,,,Y,,,,,,,,,,,,,,,,,,200-E-116-PL-A,200-IS-1,"200-E-116-PL-A, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 200-E-254-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,5/12/2009,MAINTENANCE INSPECTION,,,,,,4/30/1996,4/30/1996,,,"T12N, R26E, S2, NW 1/4, SE 1/4",Semi-Works,200-BP,Hanford (Not in Monument),,Center of boring (assumed),5/27/2008,136504.88,574393.49,,,m,NAD83(91),,Top of casing,5/27/2008,208.4,,m,NAVD88,,200-E,9-B2786-B2786A-A0001A
B2826,299-W23-232,VADOSE WELL,,IN-USE,7/31/1996,"MOAK, D",7/15/1996,7/31/1996,21.5,ft,7/31/1996,,,,,,,,,21.5,ft,,,,,,,,41-00-06,,,,,,,,,,,,,200-W-236,TBD,200-W-236,TBD,"200-W-236, 200-W-96-A",TBD,"200-W-235-PL, 200-W-236, 200-W-96-A, 241-SX-114, 241-SX-115",200-IS-1,"200-W-11, 200-W-235-PL, 200-W-236, 200-W-96, 200-W-96-A, 216-SX-2, 241-SX-110, 241-SX-111, 241-SX-112, 241-SX-113, 241-SX-114, 241-SX-115, 2607-WZ, UPR-200-W-143, UPR-200-W-144, UPR-200-W-145, UPR-200-W-146, UPR-200-W-49, UPR-200-W-50",200-IA-1,,,,,,,,7/31/1996,7/31/1996,,,"T12N, R25E, S12, SW 1/4, SE 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),5/23/2013,134124.17,566794,,,m,UNKNOWN,,Ground surface (assumed),9/17/2007,199.61,,m,NAVD88,,200-W,1-0299-W0023A-A0232A
A7996,299-W23-160,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,10/31/1971,100,ft,,,,,,,,,,,,,,99.6,ft,,,,40-07-01,,,,,,,,,,,,,200-W-96-A,WMA S/SX,"200-W-96-A, 241-S-104, 241-S-107",WMA S/SX,"200-W-96-A, 241-S-104, 241-S-107, 241-S-108, 241-S-D",WMA S/SX,"200-W-96-A, 200-W-96-B, 216-S-3, 241-S-101, 241-S-104, 241-S-105, 241-S-107, 241-S-108, 241-S-110, 241-S-111, 241-S-A, 241-S-B, 241-S-C, 241-S-D",WMA S/SX,"200-W-37, 200-W-54, 200-W-96-A, 200-W-96-B, 200-W-99-PL-B, 216-S-15, 216-S-3, 241-S-101, 241-S-102, 241-S-103, 241-S-104, 241-S-105, 241-S-106, 241-S-107, 241-S-108, 241-S-109, 241-S-110, 241-S-111, 241-S-112, 241-S-302B, 241-S-A, 241-S-B, 241-S-C, 241-S-D, 241-SY-102, 241-SY-103, 241-SY-A, 241-SY-B, 244-S DCRT, 600-269-PL, UPR-200-W-80, UPR-200-W-81",Not Applicable,3/12/2017,MAINTENANCE INSPECTION,,,,,,10/31/1971,10/31/1971,,241S,"T12N, R25E, S12, SE 1/4, NW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,134452.597,566841.936,,,m,NAD83(91),,"Top of casing, north edge, stamped X",3/21/1995,203.93,,m,NAVD88,,200-W,1-0299-W0023A-A0160A
A8533,699-33-84A,UNCLASSIFIED,,DECOMMISSIONED-V,2/26/2003,"SCHATZ, AL",12/1/1992,12/31/1980,242,ft,,,,,,DECOMMISSIONED,7/22/1997,,,,,,,,,,,,"699-33-84, RRL-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/31/1980,12/31/1980,,,"T12N, R25E, S15, NE 1/4, NE 1/4",,200-UP,Hanford (Not in Monument),,Center of casing,9/23/1980,133512.8,564296.57,,,m,NAD83(91),P,Ground surface (assumed),9/23/1980,194.6,,m,NAVD88,P,600,1-0699-A0033-A0084A
A8557,699-35-58,GROUNDWATER WELL,,IN-USE,12/9/2005,"SCHATZ, AL",12/1/1992,10/31/1985,350,ft,10/31/1985,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/19/1994,,,,,,350,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/19/1994,353.68,ft,320.02,ft,,MW-5,,,,"6in, 310ft - 350ft","6in, 0ft - 310ft",,,,,,,,,,,,,,,,,,12/19/2006,MAINTENANCE INSPECTION,10/20/2009,,,,10/20/2009,10/31/1985,10/31/1985,,,"T12N, R26E, S9, SE 1/4, NE 1/4",ERDF,200-PO,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,134272.86,572300.422,,,m,NAD83(91),,"Top of casing, north edge, stamped X",3/22/1995,221.561,,m,NAVD88,,600,1-0699-A0035-A0058A
A8563,699-36-10,UNCLASSIFIED,,CANDIDATE FOR DECOMMISSIONING,5/9/2002,"SCHATZ, AL",12/1/1992,12/31/1981,603,ft,,,,,,,,,,,,,,148.4,ft,147.9,ft,N,"115, GOLDER 115, HWDS 28, HWDS28",,,,,,,,,,,,,,,,,,,,,,,12/15/2006,MAINTENANCE INSPECTION,,,,,,12/31/1981,1/3/2001,7/5/1990,,"T12N, R27E, S12, SE 1/4, NE 1/4",,200-PO,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,134605.01,586772.341,,,m,NAD83(91),,"Top of casing, north edge, stamped X",5/24/1995,162.623,,m,NAVD88,,600,1-0699-A0036-A0010A
A8570,699-36-46R,HOSTED PIEZOMETER,A8567,IN-USE,1/30/2006,"SCHATZ, AL",12/1/1992,5/31/1966,382,ft,,,,,,,,,,,,,,368.5,ft,307.48,ft,N,,,,,,,,,Waste Control Plan for the 200-PO-1 Operable Unit/REV NUM 1,,PO-1/BP-5 CONSOLIDATED WASTE STORAGE AREA,200-PO-1,,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,6/29/2004,MAINTENANCE INSPECTION,7/11/1995,,,,7/11/1995,5/31/1966,10/15/2003,12/1/1983,,"T12N, R26E, S12, SW 1/4, NW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,134540.543,575996.721,,,m,NAD83(91),,"Top of casing, stamped X",3/31/1995,215.914,,m,NAVD88,,600,1-0699-A0036-A0046R
A8580,699-37-82B,PIEZOMETER HOST,,DECOMMISSIONED-V,6/16/2004,"SCHATZ, AL",12/1/1992,10/13/1960,627,ft,,,,,,,6/16/2004,,,,,,,209.8,ft,183.7,ft,N,HT 0-627,,,,,,,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,,,,,,,,,8/7/2003,MAINTENANCE INSPECTION,7/10/1963,,,,7/10/1963,10/13/1960,8/7/2003,6/25/1984,,"T12N, R25E, S11, NW 1/4, SE 1/4",,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),,134733.616,564904.599,,,m,NAD83,,Top of casing (assumed),9/15/1960,194.939,,m,NAVD88,,600,1-0699-A0037-A0082B
A9475,299-W15-5Q,HOSTED PIEZOMETER,A4930,DECOMMISSIONED-V,4/28/2003,"SCHATZ, AL",12/1/1992,4/12/1957,599,ft,10/31/1964,,,,,,4/28/2003,,,520,ft,,,,,,,,"D/B=336, DB-336, DB336",,,,,,,,,,,,,,,200-W-125-PL-A,200-IS-1,"200-E-116-PL-A, 200-W-125-PL-A, 200-W-125-PL-B, 216-Z-1D, 600-291-PL",200-IS-1,"200-E-116-PL-A, 200-W-125-PL-A, 200-W-125-PL-B, 216-Z-11, 216-Z-19, 216-Z-1D, 600-291-PL",200-IS-1,"200-E-116-PL-A, 200-W-125-PL-A, 200-W-125-PL-B, 200-W-207-PL-A, 200-W-255, 216-Z-11, 216-Z-19, 216-Z-1D, 216-Z-20, 216-Z-21, 216-Z-9, 2607-Z, 2607-Z8, 600-291-PL, UPR-200-W-110",200-IS-1,,,,,,,,4/12/1957,4/12/1957,,,"T12N, R25E, S1, SW 1/4, SE 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,135511.737,566734.978,,,m,NAD83(91),,Ground surface,,205.448,,m,NAVD88,Z,200-W,1-0299-W0015A-A0005Q
A9476,299-W15-5R,HOSTED PIEZOMETER,A4930,DECOMMISSIONED-V,4/28/2003,"SCHATZ, AL",12/1/1992,4/12/1957,599,ft,10/31/1964,,,,,,4/28/2003,,,460,ft,,,,,,,,"D/B=448, DB-448, DB448",,,,,,,,,,,,,,,200-W-125-PL-A,200-IS-1,"200-E-116-PL-A, 200-W-125-PL-A, 200-W-125-PL-B, 216-Z-1D, 600-291-PL",200-IS-1,"200-E-116-PL-A, 200-W-125-PL-A, 200-W-125-PL-B, 216-Z-11, 216-Z-19, 216-Z-1D, 600-291-PL",200-IS-1,"200-E-116-PL-A, 200-W-125-PL-A, 200-W-125-PL-B, 200-W-207-PL-A, 200-W-255, 216-Z-11, 216-Z-19, 216-Z-1D, 216-Z-20, 216-Z-21, 216-Z-9, 2607-Z, 2607-Z8, 600-291-PL, UPR-200-W-110",200-IS-1,,,,,,,,4/12/1957,4/12/1957,,,"T12N, R25E, S1, SW 1/4, SE 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,135511.737,566734.978,,,m,NAD83(91),,Ground surface,,205.448,,m,NAVD88,Z,200-W,1-0299-W0015A-A0005R
A9486,699-50-42P,HOSTED PIEZOMETER,A5224,IN-USE,9/27/1997,"SCHATZ, AL",12/1/1992,5/22/1955,125,ft,5/25/1977,,,,,,,,,115,ft,,,,,,,,,,,,"2in, 110ft - 115ft",,,,,,,,,,,,,,,,,600-235,100-IU-6,8/5/2024,MAINTENANCE INSPECTION,,,,,,5/22/1955,8/5/2024,3/20/2025,,"T13N, R27E, S30, SW 1/4, SW 1/4",200-E Ponds,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,138786.691,577111.013,,,m,NAD83(91),,Top of casing (assumed),5/31/1994,143.346,,m,NAVD88,,600,1-0699-A0050-A0042P
A6976,299-E33-168,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,9/30/1971,100,ft,,,,,,,,,,,,,,,,,,,21-10-05,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BX-107, 241-BX-110",WMA B/BX/BY,"200-E-132, 241-BX-107, 241-BX-110, 241-BX-111",WMA B/BX/BY,"200-E-132, 200-E-344, 200-E-351, 241-BX-104, 241-BX-107, 241-BX-108, 241-BX-110, 241-BX-111, 244-BXR VAULT, UPR-200-E-133",WMA B/BX/BY,"200-E-132, 200-E-203-PL-B, 200-E-217-PL-C, 200-E-344, 200-E-351, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, 241-BX-153, 241-BXR-151, 241-BXR-152, 241-BXR-153, 241-BYR-152, 241-BYR-153, 241-BYR-154, 244-BXR VAULT, 2607-EF, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,4/25/2017,MAINTENANCE INSPECTION,,,,,,9/30/1971,9/30/1971,,241BX,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137307.204,573576.967,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/12/1994,201.214,,m,NAVD88,,200-E,1-0299-E0033A-A0168A
A6979,299-E33-171,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,9/30/1971,100,ft,,,,,,,,,,,,,,,,,,,21-11-05,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BX-108, 241-BX-110, 241-BX-111",WMA B/BX/BY,"200-E-132, 241-BX-107, 241-BX-108, 241-BX-110, 241-BX-111, 241-BX-112, UPR-200-E-133",WMA B/BX/BY,"200-E-132, 241-BX-104, 241-BX-105, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, UPR-200-E-133",WMA B/BX/BY,"200-E-132, 200-E-344, 200-E-351, 241-BX-101, 241-BX-102, 241-BX-103, 241-BX-104, 241-BX-105, 241-BX-106, 241-BX-107, 241-BX-108, 241-BX-109, 241-BX-110, 241-BX-111, 241-BX-112, 241-BXR-151, 241-BXR-153, 241-BYR-153, 241-BYR-154, 244-BXR VAULT, 2607-EF, UPR-200-E-131, UPR-200-E-132, UPR-200-E-133, UPR-200-E-5",WMA B/BX/BY,4/25/2017,MAINTENANCE INSPECTION,,,,,,9/30/1971,9/30/1971,,241BX,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137337.694,573576.872,,,m,NAD83(91),,"Top of casing, north edge, stamped X",7/12/1994,200.943,,m,NAVD88,,200-E,1-0299-E0033A-A0171A
A6990,299-E33-182,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,2/28/1972,100,ft,,,,,,,,,,,,,,,,,,,20-02-09,,,,,,,,,,,,,200-E-120,WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-102, 241-B-105, UPR-200-E-108",WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-101, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, UPR-200-E-108",WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-101, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, 241-B-107, 241-B-108, 241-B-109, UPR-200-E-108, UPR-200-E-109",WMA B/BX/BY,"200-E-120, 200-E-176-PL-A, 200-E-176-PL-B, 200-E-197-PL, 200-E-264-PL-A, 200-E-281-PL, 200-E-326-PL-A, 200-E-332, 216-B-7A&B, 241-B-101, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, 241-B-107, 241-B-108, 241-B-109, 241-B-110, 241-B-111, 241-B-112, 241-B-201, 241-B-202, 241-B-203, 242-B, 242-B-151, 2607-E9, UPR-200-E-101, UPR-200-E-108, UPR-200-E-109, UPR-200-E-127, UPR-200-E-128, UPR-200-E-129, UPR-200-E-130, UPR-200-E-144, UPR-200-E-6",WMA B/BX/BY,4/12/2017,MAINTENANCE INSPECTION,,,,,,2/28/1972,2/28/1972,,241B,"T13N, R26E, S35, SW 1/4, SW 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137298.453,573857.465,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/10/1994,199.981,,m,NAVD88,,200-E,1-0299-E0033A-A0182A
A6991,299-E33-183,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,2/17/1972,100,ft,,,,,,,,,,,,,,,,,,,20-02-11,,,,,,,,,,,,,200-E-120,WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-102, 241-B-103",WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-102, 241-B-103, 241-B-105, 241-B-106, UPR-200-E-108",WMA B/BX/BY,"200-E-120, 200-E-176-PL-B, 200-E-197-PL, 241-B-101, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, 241-B-108, 241-B-109, UPR-200-E-108, UPR-200-E-109",WMA B/BX/BY,"200-E-120, 200-E-176-PL-A, 200-E-176-PL-B, 200-E-177-PL, 200-E-197-PL, 200-E-264-PL-A, 200-E-281-PL, 200-E-326-PL-A, 200-E-332, 216-B-11A&B, 216-B-7A&B, 241-B-101, 241-B-102, 241-B-103, 241-B-104, 241-B-105, 241-B-106, 241-B-107, 241-B-108, 241-B-109, 241-B-110, 241-B-111, 241-B-112, 241-B-201, 241-B-202, 241-B-203, 242-B, 242-B-151, 2607-E9, UPR-200-E-101, UPR-200-E-108, UPR-200-E-109, UPR-200-E-127, UPR-200-E-128, UPR-200-E-129, UPR-200-E-130, UPR-200-E-144",WMA B/BX/BY,4/12/2017,MAINTENANCE INSPECTION,,,,,,2/17/1972,2/17/1972,,241B,"T13N, R26E, S35, SW 1/4, SW 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137310.962,573865.205,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/10/1994,199.853,,m,NAVD88,,200-E,1-0299-E0033A-A0183A
B2733,699-36-67,GROUNDWATER WELL,,DECOMMISSIONED-V,1/24/2008,"RAFUSE, EC",11/27/1995,2/21/1996,,,2/21/1996,,,,,Completed decommission of well.  Unable to lower casing cutter due to bulge in casing just below ground surface.  Placed bentonite pellets from 87 to 90 ft bgs and 8/12 silica sand from 2 ft ags to 87 ft bgs.,1/24/2008,,,,,,,,,87.869,m,,,,,,"4in, 273.33ft - 303.66ft","4in, 0ft - 273.33ft / 4in, 303.66ft - 303.98ft",,,,,,,,600-148,200-DF-1,600-148,200-DF-1,600-148,200-DF-1,600-148,200-DF-1,600-148,200-DF-1,9/6/2007,SAMPLING INSPECTION,9/6/2007,,,,9/6/2007,2/21/1996,2/14/2007,9/6/2007,,"T12N, R26E, S8, SW 1/4, NW 1/4",ERDF,200-UP,Hanford (Not in Monument),,Center of casing,3/19/1996,134425.01,569279.5,569279.42,134425.4,m,NAD83(91),,"Top of casing, stamped X",3/19/1996,219.883,218.959,m,NAVD88,,600,1-0699-A0036-A0067A
B2749,299-W15-35,GROUNDWATER WELL,,IN-USE,7/22/1997,"RAFUSE, EC",1/10/1996,3/8/1996,260,ft,3/19/1996,,WELL CONSTRUCTION REPORT,3/19/1996,,,,,,256.74,ft,WELL CONSTRUCTION REPORT,3/19/1996,,,,,,,,"200-ZP-1 Operable Unit, 2ZP1-LOI",GROUNDWATER SAMPLE,"8in, 206.51ft - 256.21ft","8in, 0ft - 206.51ft / 8in, 256.21ft - 256.74ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,,,,,200-W-264-PL-C,TBD,"200-W-125-PL-A, 200-W-203-PL, 200-W-264-PL-C, 216-Z-7",200-IS-1,5/10/2011,SAMPLING INSPECTION,1/4/2012,2/4/2011,,,1/4/2012,3/8/1996,11/11/2010,,,"T12N, R25E, S1, SW 1/4, NE 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),,135853.068,566739.261,566739.273,135853.321,m,NAD83(91),,Top of casing,6/10/1996,204.096,202.884,m,NAVD88,,200-W,1-0299-W0015A-A0035A
B2757,299-W18-38,GROUNDWATER WELL,,IN-USE,5/12/2004,"RAFUSE, EC",2/9/1996,4/1/1996,277,ft,4/9/1996,,WELL CONSTRUCTION REPORT,4/9/1996,,,,,,274.61,ft,WELL CONSTRUCTION REPORT,4/9/1996,275.2,ft,228.7,ft,,,,200 West Area Pump-and-Treat,INJECTION,"8in, 208.98ft - 274.09ft","8in, 0ft - 208.98ft / 8in, 274.09ft - 274.61ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,CWC,Not Applicable,CWC,Not Applicable,CWC,Not Applicable,CWC,Not Applicable,CWC,Not Applicable,7/31/2019,MAINTENANCE INSPECTION,,,,,,4/1/1996,7/31/2019,,,"T12N, R25E, S11, NE 1/4, NE 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),,135232.922,565892.132,565892.177,135233.215,m,NAD83(91),,Top of casing,6/10/1996,207.746,206.831,m,NAVD88,,200-W,1-0299-W0018A-A0038A
A7981,299-W23-145,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,9/30/1971,100,ft,,,,,,,,,,,,,,130,ft,,,,40-01-01,,,,,,,,,,,,,200-W-96-B,Not Applicable,"200-W-96-A, 200-W-96-B, 241-S-101",WMA S/SX,"200-W-37, 200-W-96-A, 200-W-96-B, 241-S-101, 241-S-102, 241-S-302B",Not Applicable,"200-W-37, 200-W-96-A, 200-W-96-B, 241-S-101, 241-S-102, 241-S-104, 241-S-105, 241-S-302B, 241-S-A, 241-S-B, 241-SY-102, 241-SY-103, 241-SY-A, 600-269-PL",Not Applicable,"200-W-161-PL-B, 200-W-179-PL-A, 200-W-223-PL-B, 200-W-37, 200-W-54, 200-W-96-A, 200-W-96-B, 216-S-15, 216-S-3, 241-S-101, 241-S-102, 241-S-103, 241-S-104, 241-S-105, 241-S-106, 241-S-107, 241-S-108, 241-S-109, 241-S-110, 241-S-152, 241-S-302B, 241-S-A, 241-S-B, 241-S-C, 241-S-D, 241-SY-101, 241-SY-102, 241-SY-103, 241-SY-A, 241-SY-B, 242-S, 600-269-PL, UPR-200-W-115, UPR-200-W-127",200-IS-1,3/9/2017,MAINTENANCE INSPECTION,,,,,,9/30/1971,9/30/1971,,241SY,"T12N, R25E, S12, SE 1/4, NW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,134515.006,566841.757,,,m,NAD83(91),,"Top of casing, north edge, stamped X",3/21/1995,203.894,,m,NAVD88,,200-W,1-0299-W0023A-A0145A
A7984,299-W23-148,VADOSE WELL,,IN-USE,6/14/2005,"SCHATZ, AL",12/1/1992,9/30/1971,100,ft,,,,,,,,,,,,,,130.4,ft,,,,40-02-01,,,,,,,,,,,,,200-W-96-A,WMA S/SX,"200-W-37, 200-W-96-A, 241-S-102",Not Applicable,"200-W-37, 200-W-96-A, 200-W-96-B, 241-S-101, 241-S-102, 241-S-103, 241-S-A",Not Applicable,"200-W-37, 200-W-96-A, 200-W-96-B, 241-S-101, 241-S-102, 241-S-103, 241-S-104, 241-S-105, 241-S-106, 241-S-A, 241-S-B",Not Applicable,"200-W-161-PL-B, 200-W-179-PL-A, 200-W-223-PL-B, 200-W-285, 200-W-37, 200-W-96-A, 200-W-96-B, 216-S-15, 216-S-3, 241-S-101, 241-S-102, 241-S-103, 241-S-104, 241-S-105, 241-S-106, 241-S-107, 241-S-108, 241-S-109, 241-S-110, 241-S-111, 241-S-152, 241-S-302B, 241-S-A, 241-S-B, 241-S-C, 241-S-D, 241-SY-101, 241-SY-102, 241-SY-103, 241-SY-A, 241-SY-B, 242-S, 600-269-PL, UPR-200-W-115, UPR-200-W-127",200-IS-1,3/9/2017,MAINTENANCE INSPECTION,,,,,,9/30/1971,9/30/1971,,241S,"T12N, R25E, S12, SE 1/4, NW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,134514.945,566810.688,,,m,NAD83(91),,"Top of casing, north edge, stamped X",3/21/1995,203.481,,m,NAVD88,,200-W,1-0299-W0023A-A0148A
